Timestamp,DeviceOrientation,AccelerationX,AccelerationY,AccelerationZ,Label
1607673928,portrait,0.163009644,-0.310409546,-0.946350098,yh
1607673928,portrait,0.160079956,-0.31729126,-0.93069458,yh
1607673928,portrait,0.162353516,-0.31829834,-0.912017822,yh
1607673928,portrait,0.149291992,-0.290405273,-0.894821167,yh
1607673928,portrait,0.17427063,-0.318008423,-0.974899292,yh
1607673928,portrait,0.189697266,-0.326705933,-0.923065186,yh
1607673928,portrait,0.179275513,-0.340042114,-0.966140747,yh
1607673928,portrait,0.176208496,-0.288665771,-0.860443115,yh
1607673928,portrait,0.235687256,-0.33152771,-0.898727417,yh
1607673928,portrait,0.220855713,-0.276916504,-0.917770386,yh
1607673929,portrait,0.216491699,-0.304672241,-0.944030762,yh
1607673929,portrait,0.175079346,-0.264068604,-1.054473877,yh
1607673929,portrait,0.156936646,-0.277954102,-0.938232422,yh
1607673929,portrait,0.162750244,-0.338775635,-1.044906616,yh
1607673929,portrait,0.103897095,-0.316726685,-0.927154541,yh
1607673929,portrait,0.127334595,-0.402053833,-0.919891357,yh
1607673929,portrait,0.095428467,-0.344024658,-0.655914307,yh
1607673929,portrait,0.102493286,-0.475875854,-0.82963562,yh
1607673929,portrait,0.039459229,-0.30670166,-0.766143799,yh
1607673929,portrait,0.02432251,-0.312240601,-0.770751953,yh
1607673929,portrait,0.046066284,-0.332077026,-1.080932617,yh
1607673929,portrait,0.01373291,-0.271591187,-1.012008667,yh
1607673929,portrait,-0.079483032,-0.254104614,-1.068756104,yh
1607673929,portrait,-0.071456909,-0.264572144,-1.152954102,yh
1607673929,portrait,-0.011627197,-0.221786499,-1.041275024,yh
1607673929,portrait,-0.034927368,-0.245437622,-1.046356201,yh
1607673929,portrait,-0.000411987,-0.208053589,-1.022583008,yh
1607673929,portrait,0.003845215,-0.205703735,-1.026260376,yh
1607673929,portrait,0.022659302,-0.206130981,-0.99105835,yh
1607673929,portrait,0.038848877,-0.218002319,-0.975814819,yh
1607673929,portrait,0.045776367,-0.218566895,-0.961364746,yh
1607673929,portrait,0.069717407,-0.223587036,-0.956634521,yh
1607673929,portrait,0.038696289,-0.254104614,-0.979675293,yh
1607673929,portrait,0.061401367,-0.280075073,-0.959793091,yh
1607673929,portrait,0.086593628,-0.297912598,-0.962646484,yh
1607673930,portrait,0.101852417,-0.293212891,-0.967514038,yh
1607673930,portrait,0.085266113,-0.265167236,-1.018234253,yh
