Timestamp,AccCleanX,AccCleanY,AccCleanZ,AccNet,Label
0,-0.4647454442243549,0.9927304738794194,0.15875258984348795,1.1082209759230275,aa
1,-0.5809288608034715,1.0325550307191689,0.2948057688638914,1.2450450509090387,aa
2,-0.5700341332621698,0.990400846320633,0.2954015203993217,1.1970300112887378,aa
3,-0.6046138444030725,0.9995755855084312,0.27296899581813017,1.2270066053904067,aa
4,-0.5394702683073388,0.9724861568763801,0.2151865256955856,1.162744790048374,aa
5,-0.5206409846845689,1.0226893672649395,0.18076431877394736,1.175141606655475,aa
6,-0.45060369095929503,1.0194948421354992,0.23689980105280595,1.1565067358701306,aa
7,-0.48915338106952677,1.00446125365603,0.23756479013709225,1.1771889381249505,aa
8,-0.5528341214717437,0.9808835230018302,0.24840539430107333,1.1838735466366441,aa
9,-0.600832869043563,1.0922956432136708,0.29980131440942354,1.3020061687795375,aa
10,-0.6038673952062521,0.9958566091787288,0.2938434447214047,1.2280359958007032,aa
11,-0.5591814524343951,1.0991990077040492,0.2631489285741749,1.2744507382448398,aa
12,-0.530525535220213,1.0059412389741715,0.22977276168402305,1.1823603278412584,aa
13,-0.5161836625228399,1.0477509674929495,0.2100388930416724,1.2017785499196438,aa
14,-0.4668934610352358,1.0352144029773245,0.1594411101325374,1.1569830447443126,aa
15,-0.4961869838173774,1.0809730849735073,0.1986450757689589,1.218159520625906,aa
16,-0.5579195859582113,1.0726719874353072,0.2785668472126746,1.259899509773225,aa
17,-0.5190238671098606,1.0198515451532524,0.19585960051648116,1.170866988106644,aa
18,-0.5817615520046666,0.9438478854466856,0.24857939347866828,1.156046551129674,aa
19,-0.5800405464394762,0.9673930867922103,0.2571068781499358,1.1852768662233462,aa
20,-0.5390864763094456,1.0310156642640165,0.20513168683964025,1.196533521667565,aa
21,-0.48489291645278365,1.050642614786598,0.19324784262314465,1.1830481629100582,aa
22,-0.4685045655410925,1.0444905634473756,0.1972501601716113,1.1707010888942468,aa
23,-0.5199005875517423,1.075763056243333,0.24663119509956893,1.2357244531953069,aa
24,-0.5208807429261951,0.9994673946574371,0.17349191492674598,1.1522267188435595,aa
25,-0.5670686760353914,1.0845777229691524,0.2899460859034384,1.2715729548371286,aa
26,-0.6580965679267959,0.9947726471750157,0.31584796712279545,1.2640069268284553,aa
27,-0.4983459120516027,1.0889688206720742,0.17924138875540538,1.2218829424742745,aa
28,-0.4859009659815211,1.0058552109044225,0.1993357312583112,1.159363101807971,aa
29,-0.4954657003735047,1.0444414706153384,0.24583848520978596,1.1993269794865136,aa
30,-0.4894615805190481,1.0506984577563663,0.21883571057416026,1.1964574731153887,aa
31,-0.5394695984922718,1.1213443737023574,0.2753879912426002,1.2935798187735754,aa
32,-0.5444935352992649,1.0738897102333778,0.2686637281658803,1.255594365857581,aa
33,-0.5477763275130767,1.0240284712919463,0.2730292097110474,1.213545535496981,aa
34,-0.6063890156255953,1.0276229308223668,0.26881980078484596,1.2501950459534101,aa
35,-0.5940996698762528,1.059943492281565,0.3424021447523157,1.3051295507996792,aa
36,-0.5125484898541199,1.0121781957053777,0.2453519741077096,1.1960797822854958,aa
37,-0.5155201730741478,1.0417267739158285,0.1316988188830429,1.188303838061922,aa
38,-0.47158995229696443,1.0744634392094425,0.2382360304834293,1.2169380735038502,aa
39,-0.5549408883025967,1.040286010976289,0.31643430206440337,1.263676809988596,aa
40,-0.5077286345873598,1.071019492876925,0.25292668945299046,1.23441751960471,aa
41,-0.6199434671589269,1.0270898376194446,0.2718500792114345,1.2677368196724506,aa
42,-0.5576327043907623,1.155173271419524,0.23743107133168734,1.3168663286662612,aa
43,-0.5279854447123643,1.0955089979578994,0.2153725184143992,1.2450968907994744,aa
44,-0.5033647157907332,1.0290040828002784,0.2405760449627158,1.1968564145734106,aa
45,-0.5391539690976468,1.0458033885974212,0.24212301500901723,1.241758687489217,aa
46,-0.5440583579170213,1.0602864739314999,0.2210016586166082,1.233100176687924,aa
47,-0.39473499021074865,1.0429044622150998,0.19239233442761733,1.1460375979681343,aa
48,-0.5442452289821944,1.0833695172140505,0.2515022234566031,1.261790743132019,aa
49,-0.5540803662560703,1.0116355299242388,0.2563702784043173,1.2048893856485323,aa
50,-0.5892287445101213,1.0748444892517683,0.2725311148483091,1.269567890794403,aa
51,-0.5910845096311038,1.0295044762214764,0.22659881204727175,1.2332424830181328,aa
52,-0.5687809718410334,1.0306206712970138,0.2683397172446226,1.243295692146793,aa
53,-0.6063534606738059,1.0441807697350902,0.30195708196391713,1.2715281928711102,aa
54,-0.5605969975631045,0.9937900295459312,0.30176836412102337,1.2224850080140413,aa
55,-0.659615764534819,1.0174990117988718,0.3057742491522762,1.2883916414860668,aa
56,-0.6986145494365544,1.1028897577306844,0.2880973406543758,1.3530476793760704,aa
57,-0.5950904725012179,0.952736270742173,0.2848322020591995,1.1847524253368462,aa
58,-0.7127173228009844,0.9273454167564935,0.35765677410861413,1.26383279679023,aa
59,-0.623675593734636,0.952621310773417,0.33054775744735565,1.2100541981182946,aa
60,-0.6473287165895857,1.0723286683288331,0.3061863934938772,1.3062438300196149,aa
61,-0.667353301458859,1.099198661123497,0.3537676289231552,1.3583924248449255,aa
62,-0.585946020456339,1.0518161846506728,0.2917263391983633,1.2640781091496782,aa
63,-0.5454608313534518,1.0529578775712276,0.2723366016915378,1.249848438244515,aa
64,-0.5531526008473935,1.0939298962471273,0.25070705300036833,1.2715150893848277,aa
65,-0.5494753752213362,1.0566655344081566,0.2439080821670922,1.234590373018798,aa
66,-0.6318438368679877,1.08605777393125,0.29564228568223716,1.3226068929954957,aa
67,-0.6202434788927772,1.0392723885254391,0.2879723837477416,1.2841093037506195,aa
68,-0.6265195373597651,0.9792173884450764,0.2034171815499922,1.2068424675973424,aa
69,-0.6426607083463179,0.9656554383970026,0.27003673621837865,1.220372366077255,aa
70,-0.6061035825198084,0.9965117642347611,0.26305618906124595,1.2225334158436514,aa
71,-0.5573229462963267,1.0185550836214097,0.3112938927230319,1.2326368528771072,aa
72,-0.5922021662225512,1.0935198756695612,0.24695306253929153,1.2834462278596914,aa
73,-0.5403568572716334,1.059646107009807,0.2647020496092014,1.233931123017994,aa
74,-0.49962831168327476,1.0379306921567397,0.20169991695586842,1.180869454148042,aa
75,-0.48945928563123514,1.0410155543743378,0.20173237737378125,1.1864196077141478,aa
76,-0.5702305798182747,0.9806784919511745,0.2610514602375261,1.2048406816329906,aa
77,-0.6382885355479595,0.9868154981406461,0.3027009030384501,1.2497729121910777,aa
78,-0.5763421613359188,1.0783278767152822,0.23627173803816226,1.2596272988692787,aa
79,-0.594008281490828,0.9727206809169228,0.29858112939669507,1.2015137590344673,aa
80,-0.5628866794584101,1.0852047139368894,0.2582055930617372,1.2636525147761555,aa
81,-0.555847877777774,1.06147522816947,0.273965359673212,1.2496368671728517,aa
82,-0.5402283258926558,1.0173815725259587,0.21656869230004738,1.2016139634558,aa
83,-0.5710546212588732,1.01058817955986,0.23833592244676854,1.210647135200321,aa
84,-0.5958929592523827,1.0255695694285814,0.2724271146453602,1.2519480136803578,aa
85,-0.6527893887145495,0.9814982401707519,0.33378187665380415,1.2511238700142022,aa
86,-0.5680721995874022,1.064588697179144,0.3132948025124206,1.2611086820859638,aa
87,-0.5848409819065667,0.9634153216394878,0.32842291340517976,1.2012299866785285,aa
88,-0.5714253694257337,1.0042932316487496,0.268777281432289,1.2149087606270366,aa
89,-0.5174343684622353,1.0654829673370478,0.2523545468029365,1.2274154832256057,aa
90,-0.4932305605765783,1.0710501700880857,0.22236446363995482,1.2130555152752418,aa
91,-0.5945000574284757,1.0662995733804568,0.2525576995862719,1.2674007480536558,aa
92,-0.6034499985762556,1.026748296900768,0.29192844989081407,1.2466958140901938,aa
93,-0.6257747777482275,0.9097651917509105,0.308615353461384,1.1763189540406835,aa
94,-0.6297062138723908,0.9493810765982417,0.29919458082225875,1.2138349015646832,aa
95,-0.5961661088088352,1.1080570742951996,0.24785119391753205,1.2971505960591347,aa
96,-0.5746072759568052,1.0990309991889697,0.2691076399782585,1.2823809299625955,aa
97,-0.5351210039983508,1.0733652125388806,0.24834533931172256,1.243113051434619,aa
98,-0.5820005630904584,1.0527249290386127,0.2281257270005032,1.2419863092454575,aa
99,-0.5968637809885545,1.0702517217091025,0.2347456387002185,1.2625826673366904,aa
100,-0.5870445893840172,1.0708749084099782,0.27346343395444517,1.2695977740920414,aa
101,-0.6507918102892419,1.0124728661146916,0.316687837830931,1.2675952599967304,aa
102,-0.6512472115928308,0.9587967051847115,0.3226151992197364,1.2335175360013426,aa
103,-0.5991317539756571,1.0068424681266066,0.3309906939953864,1.2574611452748787,aa
104,-0.5178353569054626,1.0953097681570012,0.2760984540312157,1.2670520805443575,aa
105,-0.5398100640617249,1.0660793589170205,0.2592012088336644,1.238077773332236,aa
106,-0.5055503687188903,1.057385467390197,0.21279999904635852,1.2086185536654321,aa
107,-0.473687350932797,1.0737842133432869,0.2628395322031725,1.2258578746978812,aa
108,-0.5219180087699219,1.068176641588125,0.29844928387807645,1.247155645098786,aa
109,-0.5713327929228617,1.0437107990904686,0.31896043607704316,1.2550732508730034,aa
110,-0.6313084596433246,1.0672093547256676,0.2690267421312722,1.2866347875872666,aa
111,-0.6120804381734796,1.0995944215678086,0.25854397272525165,1.2997641302162495,aa
112,-0.5179253233686155,1.1196893553779375,0.25694770623949675,1.2728204770426295,aa
113,-0.6244648597987339,1.0078238535736417,0.30559227110735365,1.258866915298068,aa
114,-0.5472908210117334,1.0736773450792934,0.2563381472603272,1.2631964164718408,aa
115,-0.5177827271744813,1.0767521280664705,0.24643101809517512,1.2518773679591844,aa
116,-0.5659119684401449,1.0329509806422368,0.28475453417522706,1.2579117131145612,aa
117,-0.6226069043167315,1.00371818800201,0.3191976178549573,1.2658026119205572,aa
118,-0.5474144693735451,1.084128737407534,0.26752765566356584,1.262559601323324,aa
119,-0.6490199347208255,1.0479148693132765,0.2975524638989272,1.2929758845073542,aa
120,-0.611329302756983,1.0809736549184072,0.3312978896691798,1.3079366961578298,aa
121,-0.5691053164684841,1.0128618798408453,0.3058170799423114,1.2338889839612042,aa
122,-0.5623721818850895,1.0153095974305495,0.2896990792626411,1.2512431110082434,aa
123,-0.6016531676460437,0.9034772626342489,0.2751720296550796,1.1345825586883596,aa
