AccCleanX,AccCleanY,AccCleanZ,AccNet,Label
0.3766613359021989,1.0810745868936231,0.22036299938810053,1.187173387235683,ya
0.2586680714808112,1.176559123988348,0.2668431022159535,1.2614010066085248,ya
0.1910309240104129,1.186466629389565,0.3422845252016632,1.2822065989273306,ya
0.2212610283489521,1.198556403573974,0.2969182364961845,1.2844996488708662,ya
0.2469637404045061,1.1537402659124678,0.3370452248546906,1.2611889918279586,ya
0.277335554323612,1.1582389136561058,0.3061583083681341,1.274524961976495,ya
0.3064146893972734,1.1254249402268692,0.2062504006793896,1.2098724398341485,ya
0.3378300200460858,1.1328629641532209,0.24619488381741206,1.2298659009327608,ya
0.3168117058206973,1.149255506081404,0.20483963979333888,1.2284456453372516,ya
0.2240419232013784,1.132954114043633,0.29807941405536303,1.2237039017755114,ya
0.1962564913073109,1.1376717356887105,0.35855326006337906,1.2424430979209118,ya
0.2706142462346308,1.18704626100392,0.3049492001058926,1.2769462828899558,ya
0.3242733635859792,1.1797212548806106,0.26457155482975875,1.2787781729062246,ya
0.3747445547454484,1.1057693375630024,0.2574094285570764,1.2141317951017183,ya
0.31586364944045403,1.0712534290065316,0.2714429296867599,1.1700323160198831,ya
0.34138953598316024,1.1572187922527903,0.2958819758616057,1.268364182471806,ya
0.2927936728254497,1.164293649171969,0.2823335435486023,1.2518606286064409,ya
0.27963449194464396,1.1708505729532512,0.2668467097358997,1.2568800462046272,ya
0.3389724219713765,1.1592641686405762,0.29348079047489706,1.2637294430598869,ya
0.3638365124227936,1.1283557915674045,0.2405459410954459,1.2446198516748521,ya
0.30091720152681434,1.1047414012473342,0.26200895309087746,1.2033098784513958,ya
0.3098883839974472,1.093065886488429,0.2776992583585049,1.2062145892063858,ya
0.29089003386634016,1.1262478906742674,0.25009953530315626,1.2260498678256206,ya
0.2665405324290597,1.1585715081875545,0.28113377131360057,1.2483944053273188,ya
0.3006901440479096,1.1957053848917345,0.2945033557963431,1.2913062397751416,ya
0.26983264450688776,1.188270340268748,0.2931456446311987,1.282308483171646,ya
0.2697067994497303,1.1837423158478522,0.2715621106868339,1.276499059117626,ya
0.3315660362726669,1.19447522613171,0.244628920470486,1.291459195085748,ya
0.3356384435964768,1.1870202631431097,0.264792756444865,1.2865114473028854,ya
0.2891584523238961,1.1617057077391546,0.22992777391296865,1.2500699765522456,ya
0.28978718367464906,1.1579077499827215,0.24220539183197734,1.2532920804151946,ya
0.25547160013577397,1.2135194099309403,0.3075904033339731,1.3049079618224022,ya
0.2225104838284215,1.2102763130705974,0.3006287490303023,1.2925042764846617,ya
0.2699217028877555,1.2384525764549486,0.2640036375474479,1.3221126979667073,ya
0.25160279279730297,1.1854724613664958,0.31505599548809543,1.2918161267457848,ya
0.2812289260229153,1.1509724217467272,0.2809550213499548,1.2496109123438648,ya
0.3308925164084527,1.1589623293327878,0.25471715341107903,1.2545178813297833,ya
0.3341106962893904,1.1538915610907143,0.2635447332727151,1.2530655726700035,ya
0.30787996352531544,1.1730038798445557,0.28402961898689066,1.277244133813179,ya
0.2766105089680908,1.1672853612517529,0.3249416780036423,1.2729564690225603,ya
0.2486340049842533,1.1798654953232122,0.3038882090162791,1.26508098809875,ya
0.3105137944468772,1.1759466204716127,0.3601949702932161,1.2963805938285,ya
0.3139019914457225,1.1776477534447702,0.2604947560205002,1.2795133724535142,ya
0.32724391964517424,1.174265405177595,0.2650297332944833,1.2749707254522644,ya
0.3503666507646113,1.169019789834691,0.23929223603873506,1.2713145871221332,ya
0.3372382744459022,1.1147214574193478,0.2491216666656939,1.2233121397319735,ya
0.3149565502159891,1.1714752636686432,0.2637681088480985,1.2741542667567254,ya
0.2823922102991459,1.2348008358051357,0.3098562454881076,1.3356537360141432,ya
0.23580473952244735,1.173602935016727,0.33900997972748004,1.2865580464126518,ya
0.2890603458757593,1.165399382748483,0.2979114214669973,1.2767872791212258,ya
0.29753431275816244,1.2312313860858908,0.29207779991465144,1.3410790257515768,ya
0.2875999592277373,1.1515234265395629,0.29062972525656056,1.2631932721383516,ya
0.2979456273786169,1.166514453381183,0.2607199076787907,1.2719512126375172,ya
0.35871946670362553,1.132271624513281,0.2010198880612305,1.232502305497542,ya
0.30909105486267296,1.1281743972807197,0.2293845254631092,1.2211871647248902,ya
0.3550311235008551,1.1815633154297391,0.2923989405341939,1.2968189281585691,ya
0.27230447499219,1.1863572967741358,0.33520778878052576,1.2939429787248669,ya
0.2856771643816489,1.1906855450054992,0.31668643577346234,1.2866498341289163,ya
0.31893534586840017,1.1650915286986523,0.3542557763599624,1.2894143640152471,ya
0.2612129428607023,1.1789494367020366,0.2635247230046558,1.2720134703900092,ya
0.3431594010436649,1.1893999080225892,0.2371389869377364,1.2910190669764572,ya
0.3615006601426916,1.1931754427591663,0.2219420089344201,1.2941007166039613,ya
0.3281198895599426,1.1801858666403355,0.2563453876544057,1.2799348007391085,ya
