Timestamp,DeviceOrientation,AccelerationX,AccelerationY,AccelerationZ,Label
1607668871,portrait,0.12387085,0.994842529,-0.065353394,ya
1607668871,portrait,0.148010254,0.98588562,-0.060180664,ya
1607668871,portrait,0.146942139,0.975814819,-0.054031372,ya
1607668871,portrait,0.14515686,0.986968994,-0.062667847,ya
1607668871,portrait,0.132080078,0.982727051,-0.070510864,ya
1607668871,portrait,0.153884888,0.985122681,-0.054946899,ya
1607668872,portrait,0.157470703,0.982437134,-0.043991089,ya
1607668872,portrait,0.152709961,0.984008789,-0.068878174,ya
1607668872,portrait,0.14453125,0.995666504,-0.052154541,ya
1607668872,portrait,0.143341064,0.981918335,-0.055618286,ya
1607668872,portrait,0.155563354,0.990356445,-0.061523438,ya
1607668872,portrait,0.146591187,0.980300903,-0.064163208,ya
1607668872,portrait,0.145767212,0.976989746,-0.057128906,ya
1607668872,portrait,0.169143677,0.974334717,-0.082702637,ya
1607668872,portrait,0.143295288,0.976806641,-0.053833008,ya
1607668872,portrait,0.155136108,0.985916138,-0.067718506,ya
1607668872,portrait,0.161651611,0.977554321,-0.065322876,ya
1607668872,portrait,0.14642334,0.984268188,-0.067565918,ya
1607668872,portrait,0.152832031,0.978378296,-0.079605103,ya
1607668872,portrait,0.153793335,0.982025146,-0.071838379,ya
1607668872,portrait,0.161651611,0.985015869,-0.068359375,ya
1607668872,portrait,0.184127808,0.988754272,-0.069274902,ya
1607668872,portrait,0.14692688,0.973327637,-0.089508057,ya
1607668872,portrait,0.206100464,0.981628418,-0.070907593,ya
1607668872,portrait,0.175170898,0.965820313,-0.077377319,ya
1607668872,portrait,0.165588379,0.991851807,-0.103591919,ya
1607668872,portrait,0.148895264,0.958877563,-0.079223633,ya
1607668872,portrait,0.176635742,0.965286255,-0.066421509,ya
1607668872,portrait,0.157562256,0.993057251,-0.068862915,ya
1607668872,portrait,0.185882568,0.972000122,-0.058181763,ya
1607668872,portrait,0.228485107,0.96836853,-0.036621094,ya
1607668873,portrait,0.263656616,0.959564209,-0.025497437,ya
1607668873,portrait,0.274581909,0.958236694,0.015274048,ya
1607668873,portrait,0.262527466,0.969543457,-0.018753052,ya
1607668873,portrait,0.264389038,0.947387695,-0.016921997,ya
1607668873,portrait,0.329864502,0.936843872,-0.001953125,ya
1607668873,portrait,0.3646698,0.95703125,-0.023239136,ya
1607668873,portrait,0.331253052,0.904891968,-0.044586182,ya
1607668873,portrait,0.310699463,0.955947876,0.022186279,ya
1607668873,portrait,0.312988281,0.956268311,0.051818848,ya
1607668873,portrait,0.298202515,0.983963013,0.042739868,ya
1607668873,portrait,0.195465088,1.059341431,0.102005005,ya
1607668873,portrait,0.386398315,0.957077026,0.168548584,ya
1607668873,portrait,0.179443359,0.976516724,0.217056274,ya
1607668873,portrait,0.365310669,0.942871094,0.040863037,ya
1607668873,portrait,0.156890869,0.932037354,0.24407959,ya
1607668873,portrait,0.308654785,0.944732666,0.14024353,ya
1607668873,portrait,0.150756836,0.978759766,0.266555786,ya
1607668873,portrait,0.274398804,0.959228516,0.209594727,ya
1607668873,portrait,0.106018066,1.044631958,0.345428467,ya
1607668873,portrait,0.183044434,1.036193848,0.204666138,ya
1607668873,portrait,0.203460693,1.295516968,0.127182007,ya
1607668873,portrait,0.255996704,1.43687439,0.083267212,ya
1607668873,portrait,0.489242554,1.348770142,0.086868286,ya
1607668873,portrait,0.290496826,1.278366089,0.301986694,ya
1607668874,portrait,0.256439209,1.245559692,0.318405151,ya
1607668874,portrait,0.971237183,0.390792847,-0.097915649,ya
1607668874,portrait,0.944442749,0.495269775,-0.194458008,ya
1607668874,portrait,0.50932312,0.974609375,0.079620361,ya
1607668874,portrait,0.282455444,1.3331604,0.16116333,ya
1607668874,portrait,0.070083618,1.352615356,0.222320557,ya
1607668874,portrait,0.053695679,1.208084106,0.098297119,ya
1607668874,portrait,0.109115601,1.10874939,-0.007629395,ya
1607668874,portrait,0.160324097,1.384185791,0.179214478,ya
1607668874,portrait,0.07081604,1.395141602,0.363128662,ya
